30 100 N
1 1 I
1 2 S
1 3 S
1 4 S
1 5 S
1 6 S
1 7 A
1 8 S
1 9 S
1 10 S
1 11 S
1 12 S
1 13 S
1 14 S
1 15 S
1 16 S
1 17 S
1 18 S
1 19 S
1 20 S
1 21 S
1 22 S
1 23 S
1 24 S
1 25 S
1 26 S
1 27 S
1 28 S
1 29 S
1 30 S
1 31 S
1 32 S
1 33 S
1 34 S
1 35 S
1 36 S
1 37 S
1 38 S
1 39 S
1 40 S
1 41 S
1 42 S
1 43 S
1 44 S
1 45 S
1 46 S
1 47 S
1 48 S
1 49 S
1 50 S
1 51 S
1 52 S
1 53 S
1 54 S
1 55 S
1 56 S
1 57 S
1 58 S
1 59 S
1 60 S
1 61 S
1 62 S
1 63 S
1 64 S
1 65 S
1 66 S
1 67 S
1 68 S
1 69 S
1 70 S
1 71 S
1 72 S
1 73 S
1 74 S
1 75 S
1 76 S
1 77 S
1 78 S
1 79 S
1 80 S
1 81 S
1 82 S
1 83 S
1 84 S
1 85 S
1 86 S
1 87 S
1 88 S
1 89 S
1 90 S
1 91 S
1 92 S
1 93 S
1 94 S
1 95 S
1 96 S
1 97 S
1 98 S
1 99 S
1 100 S
2 1 S
2 2 S
2 3 S
2 4 S
2 5 S
2 6 S
2 7 S
2 8 S
2 9 S
2 10 S
2 11 S
2 12 S
2 13 S
2 14 S
2 15 S
2 16 S
2 17 S
2 18 S
2 19 S
2 20 S
2 21 S
2 22 S
2 23 S
2 24 S
2 25 S
2 26 S
2 27 S
2 28 S
2 29 S
2 30 S
2 31 S
2 32 S
2 33 S
2 34 S
2 35 S
2 36 S
2 37 S
2 38 S
2 39 S
2 40 S
2 41 S
2 42 S
2 43 S
2 44 S
2 45 S
2 46 S
2 47 S
2 48 S
2 49 S
2 50 S
2 51 S
2 52 S
2 53 S
2 54 S
2 55 S
2 56 S
2 57 S
2 58 S
2 59 S
2 60 S
2 61 S
2 62 S
2 63 S
2 64 S
2 65 S
2 66 S
2 67 S
2 68 S
2 69 S
2 70 S
2 71 S
2 72 S
2 73 S
2 74 S
2 75 S
2 76 S
2 77 S
2 78 S
2 79 S
2 80 S
2 81 S
2 82 S
2 83 S
2 84 S
2 85 S
2 86 S
2 87 S
2 88 S
2 89 S
2 90 S
2 91 S
2 92 S
2 93 S
2 94 S
2 95 S
2 96 S
2 97 S
2 98 S
2 99 S
2 100 S
3 1 S
3 2 S
3 3 S
3 4 S
3 5 S
3 6 S
3 7 S
3 8 S
3 9 S
3 10 S
3 11 S
3 12 S
3 13 S
3 14 S
3 15 S
3 16 S
3 17 S
3 18 S
3 19 S
3 20 S
3 21 S
3 22 S
3 23 S
3 24 S
3 25 S
3 26 S
3 27 S
3 28 S
